,Images,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,ImageData/uh0.png,0.0089177275,0.0071854717,0.0038428665,-0.004025394,-0.0071591362,-0.0043388084,-0.0022244342,0.004570841,-0.0066944393,-0.007999091,-0.004290504,0.011734873,-0.0065311664,0.001966279,0.00688482,0.00601304,0.0006616537,0.0055164765,-0.0064791483,0.0048608356,-0.0001842545,-0.0052225525,-0.0019734392,-0.00719636,-0.00075456296,-0.00082247204,0.009543937,-0.0053567146,-0.008139292,-0.00034479846,-0.0074726716,-0.006914709,-0.0013519467,-0.0047649564,-0.0063540163,0.0009182086,-0.0017171575,0.00384393,0.0050288877,-0.0070183566,-0.0063349665,-0.00096803333,-0.003554064,0.0034882694,0.007122647,0.004081051,-0.0052643553,-0.0007933975,0.0004910237,-0.007887562,0.010330998,0.007805759,0.003153274,0.0015166359,0.0053257262,0.007536001,0.0058633517,-0.0059254235,-0.0033369833,0.005778757,-0.0008438611,0.0038847523,0.0054430743,0.0060115317,0.0047575138,0.0051887166,-0.0045548338,0.004674478,0.009450465,0.0013748673,-0.0077998643,-0.0090320995,0.004626974,0.004575073,-0.0033534148,-0.003523061,-0.008010843,-0.0041291523,-0.005191403,-0.0019381437,-0.0073285694,-0.0046054116,-0.0077764774,-0.0014921344,-0.0029051418,0.0062191384,0.0043839244,-0.0027929794,0.0033127116,-0.00082098227,0.005105263,-0.004274799,-0.0007992706,0.008673093,0.00027351762,0.008106561,-0.002080475,-2.8388617e-05,0.00518838,-0.0054402887,-0.002982881,-0.005624919,0.003338913,0.0060746917,0.008604889,0.0043747853,0.008290992,-0.0075326255,-0.004409071,-0.0045944136,-0.0022823534,-0.0041432,-0.0012280596,-0.0019455723,0.0030324468,0.004575727,-0.0063072937,0.007851381,0.0049562235,-0.0059329187,0.0023243325,-0.00027403267,0.0012776133,0.006330015,-0.00040604372,0.005050143,0.0035214014,0.005718678
1,ImageData/uh1.png,0.0053139376,0.0075460644,-0.0056002676,0.0017696979,0.0041053486,-0.0032325143,0.0010378119,0.0014640016,-0.0092062205,-0.00088761706,0.0018687054,0.0047320467,-0.004145336,-0.0063273055,-9.289313e-05,0.0022433843,0.0003719422,-0.004708778,-0.0020270683,0.0044075954,-0.010198123,-0.0013905097,0.0026420983,-0.004515258,-0.0069441795,-0.0027000129,-0.0046327654,-0.0075441636,-0.00034734054,-0.005006653,-0.0024464766,-0.008255523,0.0105115725,0.0011906406,-0.00656727,-0.002314649,-0.0027368185,5.4242304e-05,0.0073585254,-0.00033392597,-0.002409159,0.003934066,0.0075999913,0.0008702925,0.0070759663,0.008175489,-0.0017560943,-0.00042982423,-0.00012344353,-0.007137069,0.0019724276,0.0027324602,0.01190319,-0.008520911,0.0096043805,0.00027375718,0.0012517944,1.0650434e-05,-0.00028677026,0.011333191,0.0022460101,0.00078999595,0.004840001,0.0030583106,0.0062627713,-0.0012334264,-0.006123695,0.0057438305,0.0058079306,-0.0059867697,-0.0037243895,0.004759155,0.007684479,0.0013308924,0.0071563018,-0.010937301,-0.0027569276,-0.0021373353,-0.0065825214,0.0074967807,0.00737028,-1.1134038e-05,0.0013778916,-0.0025500385,-0.001198346,-0.0017366208,0.002654718,-0.0007917168,0.007386179,-0.00476432,-0.0012237984,0.0041280286,0.0019240561,-0.0037392043,0.004649148,0.0038918692,0.0071687936,0.004982696,0.01487285,-0.010630644,0.0047983127,0.00037269713,-0.0012312038,-0.0073529766,0.00922628,-0.008970406,0.008170786,0.0034067424,0.0080122845,0.005797616,-0.0039436514,-0.0028975944,0.00021685436,-0.0010011079,-0.00592874,-0.005655771,-0.002551332,0.009401603,-0.0003256389,0.0011461639,0.0029436396,0.00308408,0.001921706,0.0027317079,-0.005300003,-0.0035065203,0.0045096646,0.00013421044
2,ImageData/uh2.png,0.010540289,-0.0011007806,-0.010949486,0.010823363,0.0060594412,-0.0070813713,0.0043259314,-0.0040505975,-0.007896028,-0.0009534467,-0.006206798,0.0018076735,-0.0021216725,0.0009712449,0.005602894,0.0025278004,0.010361382,-0.0023838459,-0.00487564,-0.004449617,-0.008519176,-0.005696352,0.0034531811,-0.008111995,-0.0018258049,0.0032385518,0.006671345,-0.0068341484,-0.0042034723,-0.00042393355,-0.0009320264,0.0027912066,0.010567419,-0.0023845648,-0.005496512,0.01019421,0.0017090278,-0.00071074924,-0.0005350514,-0.011474283,-0.002656612,0.00063563214,0.0064850175,0.005447502,0.005389687,3.766155e-05,0.003569464,0.004299575,-0.006336597,0.0045817187,0.01237458,-0.0010226624,0.00088534167,-0.006679644,0.0018241393,0.008572187,0.0017417615,0.009400489,-0.008661558,0.0009220777,-0.0036531421,-0.0048517687,0.0041860114,0.008858615,0.0032675662,-0.004849657,-0.0059087654,-0.004561133,0.009892212,-0.00090154976,-0.010599156,-0.0027202617,-0.003956823,0.008579412,0.0025131165,-0.013351607,-0.004837718,0.003347843,0.0054400903,0.0036898851,-0.005340403,-0.009976144,-0.014183585,-0.00011598674,0.0013830953,0.008962234,0.0071683316,-0.0015555167,0.0014635421,-0.006437754,-0.004000562,-0.0046283356,0.005717596,-0.0012894735,-0.0073139425,0.009702309,0.0073059555,-0.004675872,0.009205965,-0.011802667,-0.0044864328,-0.004700229,-0.0027151753,-0.0051405667,-0.0053488556,-0.006808399,0.00551277,-0.006713962,0.0033550619,-0.0033784737,-0.0015497601,0.0028354316,0.0017559216,0.003226521,0.005186755,-0.0005902113,-0.0147899175,-0.0054160133,0.004890506,0.0013247612,-0.0076593533,-0.009447884,-0.0055870283,-0.0047433292,0.007540494,-0.0043803686,-0.0068421154,0.008730084
3,ImageData/uh3.png,0.009641768,-0.0057119774,-0.007004275,-0.0018657822,-0.0057595093,-0.0010753138,0.004210923,-0.00604211,-0.010295588,-0.0016950927,0.0044487086,0.013002323,-0.0045675146,0.0062602255,-0.00198777,0.0002528613,0.0007209176,0.0003601348,-0.0036779726,0.008282035,-0.010458128,-0.010254544,-0.00065116154,0.0055036717,-0.0014825987,-0.0006791911,0.010721727,-0.003517806,-0.010434959,0.0010799316,0.0056867925,0.006829251,0.0030393125,0.0042668236,-0.0018837505,-0.0012283105,0.004473139,0.00095213106,0.003518959,-0.0054087327,0.0011736868,-0.007918979,-0.0058940025,0.013034308,0.0054187914,-0.0039974344,-1.9770563e-05,0.0062103802,0.0055578942,-0.00847216,0.009952168,-0.0051391562,0.0015376358,-0.0015390102,0.0036999718,0.007709846,0.0005138287,0.00940418,-0.0035440335,0.0076583894,0.0068419385,-0.0042172577,0.0070366617,-0.0020421655,-0.00039912146,0.007876383,-0.005027902,-0.005633149,0.00888777,0.00056657026,0.0040031727,-0.0034989028,0.007270823,-0.0035112062,-0.0036013885,-0.012758398,-0.00076444366,-0.00659336,0.0020351682,-0.0021672994,0.007630876,-0.0038271209,-0.008372643,0.00855126,0.0032747001,-0.002497752,0.0069575245,0.0087368395,0.008469522,0.0031737415,0.0071635335,-0.0028383615,-0.0060043237,0.0070548044,0.001272136,0.0042444062,0.0051650614,-0.00016260418,0.012916687,-0.0016460327,-0.0060651503,-0.003731407,-0.004595444,-0.008753385,0.008426152,-0.009799521,-0.0057645147,0.0017941841,0.006589573,0.0022739023,0.0061638886,-0.003040997,0.0074255434,0.00754117,0.002908254,-0.0010280107,-0.013440556,-0.0040153847,0.0057196403,-0.005523501,-0.0014432889,-0.0037865199,-0.0073603815,-0.007551989,0.001964413,0.0029890083,-0.0014594595,0.00028967342
4,ImageData/uh4.png,0.008436296,-0.0057281405,-0.009615227,0.0021741246,0.0013390072,-0.00072187884,0.004062926,-0.0050611165,0.0024919596,-0.007011923,0.007082855,0.00091134955,0.0033585199,0.008283766,0.0018456081,0.003797347,0.005211815,-0.0018350634,-0.009057185,-0.004957538,-0.004126117,-0.0035512862,0.0020900695,-0.006205552,0.0064678737,-0.0038931305,0.009302962,0.0016528112,0.00031593232,-0.0013500919,-0.0033541527,-0.005321358,0.0025469242,0.0008646979,-0.0023235732,0.0045611765,-0.0025496657,-0.0031570466,0.005722868,0.0029963772,-0.0074480064,-0.00150954,0.0016546873,0.010518835,-0.0015466,-0.0034447897,0.0022879476,-0.006199011,-0.0015114314,-0.0003317438,-0.00057617394,0.0020371121,0.008815662,0.0037637753,0.0035475364,-0.0014693438,-0.004086522,-0.002600305,-0.008727027,0.003554988,-0.0026469443,0.0008127864,0.010602953,0.0062985714,0.0005818349,-0.006054124,-0.0076277726,-0.006302717,0.004038699,0.003663624,-0.005179192,-0.0038717813,0.002958083,0.0061827223,-0.003838434,-0.0053551896,-0.005373689,0.00281392,-0.006235694,0.004213966,0.006233493,-0.008431614,-0.010707731,-0.0050994237,0.0009252619,0.0022604284,-0.0043915524,0.0073074633,0.000503088,-0.0069199917,-0.00075602165,0.0011091274,2.6847232e-05,0.0044134757,-0.000395141,-0.002532961,0.0012693631,0.0057502594,0.013714348,-0.0032277296,0.0048445743,0.0025516497,-0.007959985,-0.0039334744,-0.0010167527,-0.006092363,-0.0019356352,-0.004344516,-0.004236711,0.0001904022,-0.0008945466,0.00039480088,0.0038384406,0.0018144384,-0.0011767822,0.007170042,0.0015744679,0.0058420575,0.007897292,-0.0031316748,-0.0056687603,-0.006349031,-0.0042573614,0.006114565,0.0067793634,-0.0006079927,-0.003797622,-0.0044866805
5,ImageData/uh5.png,0.008303082,-0.0016350582,-0.0046884385,0.0017299079,-0.0065404,0.0024197712,0.0017354969,-0.0063933088,0.0058425,0.004193765,-0.004211182,0.007634064,-0.0046944167,0.004808735,-0.0034668148,0.0012058608,0.0039262273,-0.007865323,-0.0043815626,0.007676755,0.0005330396,-0.008356752,-0.001563206,-0.00039526317,0.00019198758,0.0015641875,0.0007144151,0.003747614,0.0026565338,-0.0069126175,-0.0071956236,0.0069595,0.004441673,0.000310567,-0.0060491636,0.0028298772,0.0023658865,0.0021477349,0.0037772583,0.0006481591,-0.002149767,-0.00082724716,-0.00024097646,0.00926214,-0.004894575,-0.0068500503,0.006566208,-0.0035332346,0.0043363264,0.0017507869,-0.0056342897,0.0061292704,0.0021537875,0.0010660011,0.0023016627,-0.0054379175,0.0034445801,-0.0018210743,-0.0071394886,0.0029593215,-0.0044065905,-0.0025502131,0.0069372803,-0.00047104797,0.0077882907,-0.00664893,0.0032695592,0.002638809,-0.0035281803,-0.0056781988,0.004523464,-0.002137273,0.0032644963,0.0057593747,-0.0011383279,-0.007806544,-0.009633351,0.0019719233,-0.0025676107,-0.0015318996,-0.0012521734,0.00021763516,0.0017748722,0.0048641316,0.00303255,-0.0036647732,0.006953017,0.008426917,0.0038501103,-0.0059593003,-0.0010061419,-0.00010112386,-0.0017076792,-0.0014022675,-0.0028041538,-0.00042736946,0.0036397418,-0.0040134466,0.0060337516,-0.00545604,-0.0037778486,-0.0015509753,-0.0016372453,0.006275582,-0.0012617548,-0.0041391375,0.008541791,0.00364179,-0.002747879,-0.0040172664,0.0061362027,-0.0014557802,0.00202723,-0.00067618745,0.0049181,0.00011543945,-0.009275013,-0.0032250811,0.004657276,0.0020599219,0.0014767525,-0.008821607,0.0029745647,-0.006398145,-0.0009506846,-0.007593886,0.004774174,-0.0044719395
6,ImageData/uh6.png,-0.0018677929,-0.00655701,-0.012659424,0.0026992392,-0.007161392,0.0050251884,0.005343487,0.0043419716,0.00051458407,-0.006359918,0.0017632906,0.011216389,-0.009686245,0.00607058,0.005111805,0.0066054156,0.00027353276,0.000759232,-0.0063582445,-0.0034697992,-0.0055789095,-0.0020816217,-0.009984396,0.0063028703,-0.0014528676,0.0075531728,0.0016875216,-0.007685825,-0.009903063,0.0046158717,-0.0023985228,0.0026729887,0.010723138,0.005640389,-0.00883893,-0.0021177537,0.005882259,-0.006307932,-0.0074244384,-0.002448518,0.0022147472,-0.009263935,-0.00452831,0.0055922726,-7.863405e-05,-0.0035511402,-0.009266413,0.008146064,-0.005199463,-0.0019982026,0.01165592,0.0005221085,0.011793499,-0.00427921,-0.0032538467,0.0087990025,0.009704999,0.010368826,-0.009394717,0.011381121,-0.0019324905,0.0041891523,-0.0016414707,0.005236987,-0.00083717814,-0.0030516665,0.0021986023,0.0064261532,0.0059038578,0.008520027,-0.0067883474,-0.003556401,0.0009950068,0.008637248,0.009183951,0.00040387,-0.0022143882,-0.0006648262,0.0013582014,-0.0013054232,0.0019956985,-0.010149221,-0.012477493,0.0024183793,0.0072987783,-0.003945311,0.00073891366,0.00819649,0.011230682,0.00021497867,0.006975593,0.0035179253,-0.0014380012,-0.0014639044,-0.0043625734,0.006938699,-0.00086657016,-0.0011991456,0.018135263,-0.009046545,-0.0015677154,-0.0015532094,0.0023092558,-0.0075696525,0.007443549,-0.0010567558,0.0050752345,-0.004702741,-0.0016435941,0.0039320285,0.0068194107,0.0029301788,-0.0019271896,0.006875969,0.00087757077,-0.0010534057,-0.015096753,0.005283784,-0.0042248056,0.0003249406,-0.0012393343,-0.012234401,-3.4707624e-05,-0.00035532546,0.0051987846,0.0042880867,0.0055081993,0.006116134
7,ImageData/uh7.png,0.006315657,-0.0033996806,0.0025251973,0.0018993848,-0.005510741,-0.002288745,0.004581343,0.004767892,0.0032930777,0.0043520257,-6.2073104e-06,-0.0026905523,-0.0033769072,0.008417249,0.00016197265,0.00051041757,0.005186969,-0.0063585467,0.0019929558,-0.0066760266,-0.0037144765,-0.00068215735,-0.0010162868,0.006850962,-0.006996901,-0.0008796227,0.006405243,-0.0035651184,-0.005600255,-0.005386913,-0.0027985077,-0.002290437,0.00734894,0.006678028,-0.0055179703,0.006637119,0.0017285526,0.0067238268,0.007211621,-0.0028191358,-0.004351846,0.0018264017,-0.0047171256,0.0069373944,0.00879723,0.0044162124,0.0056205224,0.001421936,0.0006452653,0.00092546147,0.006766547,0.000506959,0.004085079,-0.0038496298,0.0072491504,-0.0030866305,0.00876641,0.003262697,-0.001254952,0.007560252,-7.3750285e-05,0.0050999788,0.008027361,0.0008676221,-0.0055777924,0.0038415988,0.0024885188,-0.00019018474,-0.0045917407,0.003232891,-0.008607083,-0.0051780585,0.006442507,0.005290441,0.0054325964,-0.010382964,-0.0038813325,0.006742835,-0.004830292,0.0012656639,0.007281788,-0.006870032,-0.009983514,0.0031127874,0.00083903276,0.0029968247,-0.0031792745,-0.0028595333,-0.00549108,-0.0034951752,-0.0037680985,0.0043408303,0.006141964,0.0061055715,-0.0045350282,0.0038338166,-0.001777395,0.00602341,0.0077796574,-0.0007392693,0.00032698706,-0.0034993005,0.004761666,0.00077443366,0.008820102,-0.0027322206,0.00059135834,-0.0019414849,0.0072559086,0.0005717389,-0.0025493323,0.005908316,-0.004659566,0.00805117,0.0018881458,0.0010496353,-0.0077198227,-0.0024944977,0.0023458384,-0.0037531196,0.0017449611,-0.0018002979,0.0069407118,-0.003510313,-0.0037610012,0.0061570886,-0.007067316,-0.000656579
8,ImageData/uh8.png,0.011860491,0.00017844711,-0.009229028,-0.0015470211,-0.008407345,-0.0009046237,0.007568702,0.005492817,-0.00045207405,0.0004234527,0.0017900583,0.009380516,-0.01162155,0.002629548,0.0008689096,0.011482515,0.00223067,-0.0043127583,-0.0031807183,0.005651538,-0.008186028,0.0027756894,0.005486899,0.0054640714,-0.006577667,0.0018246255,0.0023892568,-0.005832113,-0.0017988231,-0.0079477,-0.00576015,0.0020196761,0.00791051,0.005617766,-0.00816751,0.0043876315,0.0042773653,-0.008340331,0.00354582,-0.005934702,-0.0027170277,0.0018218176,-0.0060503925,0.0112828845,-0.001399501,0.0042959126,-0.0085969325,0.00024314782,-0.007333156,-0.00048872555,0.0070168967,0.0061927363,0.0060715354,-0.005160191,0.010810013,0.0051915296,0.005222891,-0.005300338,-0.00902464,0.008363367,-0.0031210498,-0.00037695814,0.0069998517,-0.0031748046,0.008120186,-0.0032654763,-0.0023264636,-0.0008583106,0.0063631414,0.004623159,-0.007886979,-0.00017051685,0.004566111,0.0056161503,0.00908207,-0.004319586,-0.0020798503,0.005573734,0.0031333854,0.00842086,0.0070219566,-0.009263071,-0.0098388735,0.008737312,0.0042211474,0.009453992,-0.0060637756,0.011189657,0.0062859547,0.0039275712,0.0003992146,-0.01021181,-0.008394251,0.0029840514,-0.006332189,-0.0033829736,0.0049007745,-0.0048966594,0.013358304,-0.004379643,-0.007712184,0.0076478133,-0.0064400113,-0.0022003062,0.0019160144,0.0010944357,-0.0007778975,-0.004421033,-0.004173091,0.00796815,-0.0044874144,0.0066975746,0.00077651883,0.005751614,-0.003022494,-0.0073889843,-0.005013964,0.0005955984,0.0028016218,-0.008061743,-0.0060970313,-0.008996087,-0.0073599396,-0.0033375758,-0.00057208684,0.0073991027,-0.006413373,-0.0037406725
9,ImageData/uh9.png,0.008588462,0.0026423633,-0.009343052,-0.0027545434,0.0060915146,0.00080546946,0.007102554,-0.0008588903,0.0052731656,-0.007873565,0.0027156016,0.0037235988,-0.0075853732,0.0073712035,-0.0059243385,0.008536343,-0.005078685,-0.0020294983,0.0043719904,0.0043679355,-0.01085264,-0.00906694,-0.0068046027,0.0014155064,0.0023841567,0.0069164988,0.0068832585,0.00021533637,-0.005388367,-0.0015788216,-0.00771367,-0.006222168,-0.0008459666,-0.0076756612,-0.009166564,0.0078091784,-0.0015140614,-0.0014078068,-0.005198568,-0.0063140346,-0.00469082,-0.008190385,0.0028221104,0.006136323,0.004772892,-0.0043473127,-0.008467711,0.001990389,-0.0030040895,-0.0057223313,0.004775888,-0.0008855918,0.005239209,-0.006353317,0.0017401532,-0.0026279322,0.0067501557,-0.0050281426,-0.008810977,0.012143584,-0.0069346135,0.0070219715,0.009034323,0.0064218063,-0.005540496,0.003766423,-0.00012347558,-0.00041026165,0.0034698346,-0.002043344,0.0048173517,-0.003824726,0.008354302,0.009852378,-0.003116615,-0.012903515,-0.009574021,0.0014606239,-0.0009967745,0.008866825,-0.0001619498,-0.010406533,-0.0035918432,-0.0010635473,-0.0018031183,0.0071109217,-0.005001823,0.005223154,0.004744735,0.0020164389,-0.0011512556,-0.0025390242,0.0063445685,0.009423329,0.005454486,0.006234223,0.00148329,0.006283603,0.008764382,-0.010853305,-0.0028294227,-0.00057124847,-0.0013215262,-0.0026900922,0.00068236695,-0.007649101,0.0017154098,-0.0024380651,0.0028741804,-0.0058530485,-0.0054175192,-0.00015693705,0.004856697,0.008034166,-0.00785221,-0.00097556616,-0.0025360426,-0.00036480406,0.008878496,-0.0043624574,0.007630193,-0.0036420014,-0.0059143663,-0.0048749177,-0.0056404006,-0.0055330447,0.0043147164,0.0030837525
